501.5,-500,1.57075
467.5,495,1.53999
-515,527.5,3.0495
-627.5,-463.5,4.5506
360,-612.5,5.97565
626,342.5,1.27518
-316,620,2.73826
-720,-300,4.20808
152.5,-783,5.75977
687.5,59,0.986112
-102.5,677.5,2.37698
-799,-50,3.87885
-120,-767.5,5.44276
600,-78.5,0.642855
2.5,720,2.21726
-822.5,162.5,3.66625
-342.5,-710,5.15535
547.5,-257.5,0.456799
117.5,650,2.01385
-795,245,3.48243
-487.5,-695,4.96096
-502.5,-700,0.262721
